"date","temperature","co2","humidity","battery","voc","warm","cold","windy","heavyair","good","tired","itchyeyes","lighting","blinded","noisy"
"2023-11-26 22:40:00",20.2,,41,,,,,,,,,,,,
"2023-11-26 22:50:00",20.2,,41,,,,,,,,,,,,
"2023-11-26 23:00:00",20.2,,41,,,,,,,,,,,,
"2023-11-26 23:10:00",20.2,,41,,,,,,,,,,,,
"2023-11-26 23:20:00",20.2,,41,,,,,,,,,,,,
"2023-11-26 23:30:00",20.3,,41,,,,,,,,,,,,
"2023-11-26 23:40:00",20.2,,41,,,,,,,,,,,,
"2023-11-26 23:50:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 00:00:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 00:10:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 00:20:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 00:30:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 00:40:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 00:50:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 01:00:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 01:10:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 01:20:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 01:30:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 01:40:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 01:50:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 02:00:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 02:10:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 02:20:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 02:30:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 02:40:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 02:50:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 03:00:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 03:10:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 03:20:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 03:30:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 03:40:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 03:50:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 04:00:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 04:10:00",20.2,,41,,,,,,,,,,,,
"2023-11-27 04:20:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 04:30:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 04:40:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 04:50:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 05:00:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 05:10:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 05:20:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 05:30:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 05:40:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 05:50:00",20.1,,41,,,,,,,,,,,,
"2023-11-27 06:00:00",20,,41,,,,,,,,,,,,
"2023-11-27 06:10:00",20,,41,,,,,,,,,,,,
"2023-11-27 06:20:00",20,,41,,,,,,,,,,,,
"2023-11-27 06:30:00",20,,41,,,,,,,,,,,,
"2023-11-27 06:40:00",20,,41,,,,,,,,,,,,
"2023-11-27 06:50:00",20,,41,,,,,,,,,,,,
"2023-11-27 07:00:00",20,,41,,,,,,,,,,,,
"2023-11-27 07:10:00",20,,41,,,,,,,,,,,,
